kai	Ziza
hmarton	Ahaz
	0.496977229598
elehmosunhn	Arioch
	0.379844121251
mhge	Aggei
	0.444538216136
apokteinwsin	Asiongaber
	0.492670750866
poreuyeiv	Asiongaber
	0.540746972376
esw	Nobe
	0.452611087826
wmosen	levitici
	0.542711109867
cairw	Ezechiam
	0.341154161836
ananiav	Dadan
	0.342872563179
plhrhv	Adadezer
	0.391729681112
kerata	Maon
	0.392933698165
arnion	appellavitque
	0.526815036003
timoyeon	Ahaz
	0.388536164028
loipoiv	Masphat
	0.532310440269
toiouton	Ahaz
	0.437234482135
poihsomen	Artarxersis
	0.604911830929
zwa	Agag
	0.252806424289
tacei	Sophoniam
	0.462827008767
kakou	Syriam
	0.480484720229
damaskw	Raab
	0.385301508474
uqistou	Benadad
	0.526246619203
exhkonta	Esthaol
	0.329443831313
kayhmenw	Hisboseth
	0.460430022536
paralambanei	diadema
	0.460703838741
apostellw	Sennaar
	0.397137065767
logwn	bellator
	0.497889034106
dexhtai	Husai
	0.512107861206
gnw	Ezechiam
	0.382244985989
nwe	Agag
	0.336435965235
eurhsei	Melchisedech
	0.556958140529
ponhrov	Naboth
	0.592890099086
estwta	Abiu
	0.46098067812
hrnhsato	levitici
	0.530923111947
megalou	Abigail
	0.45322918063
hyelhsen	levitici
	0.507869208773
siton	appellavitque
	0.523419420164
limnhn	Aber
	0.319908988961
gastri	Achitob
	0.289790252348
fronimoi	Masphat
	0.380219228924
barnaban	Ochran
	0.338143533174
gnwsin	Samariam
	0.529753827437
suneidhsewv	Amasias
	0.464897986481
peripateite	Iudaea
	0.557510918606
ema	verumtamen
	0.628478744845
oikoumenhn	Achobor
	0.297804022911
ioudaian	Merari
	0.491410039038
oktw	Nobe
	0.412279880943
decetai	Husai
	0.501291439617
axion	dormivitque
	0.561635116861
eniauton	Ioachaz
	0.393713365812
epepesen	Ithamar
	0.474039067693
yurav	Eser
	0.301119716185
skeuh	Agag
	0.280373721177
hxei	Husai
	0.460318076827
kaisara	Asiongaber
	0.36526465288
poihsh	Sophoniam
	0.579349569631
ephrwta	Asiongaber
	0.563737687361
pisteueiv	Hieremia
	0.573793362551
egraqen	Ioiachim
	0.467298900076
erreyh	Husai
	0.325670250122
liyov	elige
	0.531760308438
legetai	euge
	0.501635044326
cwrav	Aran
	0.304112657077
aiwni	Damasco
	0.631818461938
enocov	postula
	0.550036615645
oudeni	Hierobbaal
	0.538087048782
oudemian	Hierobbaal
	0.530003583399
lazarov	zai
	0.486712866897
saddoukaiwn	Engaddi
	0.541506663827
erw	Esaiam
	0.500933012298
geennan	Nobe
	0.341895675618
klhron	Ioiachin
	0.478191604909
douleuein	Iechoniam
	0.536165900244
apolush	Asiongaber
	0.504498152199
agayhn	Ahaz
	0.484294291475
luph	Ezechiam
	0.384477980927
nefelh	Abigail
	0.356751958125
epeson	Noa
	0.374996174202
pinwn	AIN
	0.484558331156
airei	Husai
	0.357927059916
douloiv	Ezechiam
	0.513344989402
imatiou	Oreb
	0.444259973313
epiyumia	Ezechiam
	0.500786200587
pisteuontev	provinciae
	0.459991400598
eblhyh	Agar
	0.343846178695
ptwcouv	Og
	0.438233628471
krisiv	Ezechiam
	0.489213389187
martuv	Naboth
	0.53616890695
karpov	placuitque
	0.513378906397
askouv	Dibon
	0.485181986867
genhyhtw	Ahitofel
	0.447611104144
odouv	Basan
	0.367645916746
eauthn	Hieroam
	0.542350043866
legontav	Disan
	0.459709175394
afienai	Felix
	0.458648088687
rizan	Achaz
	0.360652463171
ekklhsiai	Sennacherib
	0.538716910983
eiphte	certamen
	0.51081732137
skandalon	diadema
	0.496687762018
teknoiv	Ezechiam
	0.480661313233
biblw	Agag
	0.300609510759
kindunoiv	Caree
	0.506640828118
eklhyh	Iosaphat
	0.429508161449
agapan	Ioachim
	0.480095998039
adelfh	aedificavi
	0.572387338618
labete	reliquiis
	0.647710846925
edwkan	Raab
	0.371034060912
carisma	Ezechiam
	0.438977146411
asyeneiav	Sennacherib
	0.32875856592
ioudan	levitici
	0.470340085229
poiountev	remanserant
	0.549164139202
teknwn	Damasco
	0.478981918786
blasfhmiav	Caree
	0.286071796133
aiguptou	Areuna
	0.443958102276
apekrinato	ieiunio
	0.425508550455
dunantai	Barabban
	0.382718128668
apolesai	Felix
	0.526121522496
ezhtei	ieiunio
	0.483892333617
efeson	Ozi
	0.329655624507
upakohn	Ezechiam
	0.419702250638
hkolouyhsen	Ithamar
	0.527056366787
katergazetai	Ezechiam
	0.443893670182
filov	postulasti
	0.508769254246
yusiav	Benadad
	0.425114551022
parekaloun	Melchom
	0.324837870032
euyuv	Raab
	0.309036947049
katapausin	Masphat
	0.325686408342
basileu	rufus
	0.533654982315
gonata	Namsi
	0.357128258809
hdeisan	Musi
	0.320251974493
ofyalmw	coniugem
	0.53110742567
ktisewv	Iosaphat
	0.478362199946
apolhtai	Felix
	0.430796409352
krinw	Ezechiam
	0.597372794973
gnwsei	Ezechiam
	0.421387303657
econ	mortuusque
	0.633331760665
aphgagon	Noa
	0.471019290067
drepanon	Abinadab
	0.456321584446
genov	constituisti
	0.692403240405
genomenou	Salma
	0.473616384039
apolusw	Asiongaber
	0.492386559691
orate	Sepharvaim
	0.507770714571
swthria	Iosaphat
	0.542792620667
deipnon	Oza
	0.487309339586
aspazetai	Ezechiam
	0.443140661048
anemov	faber
	0.616227782909
zwwn	concubina
	0.513406339108
klasmatwn	Cison
	0.396709324942
yemelion	Roboam
	0.449433902623
apistov	constituisti
	0.560333886552
labh	Lobna
	0.434776868348
arcwn	silva
	0.457573008183
apokriyentev	Altissimi
	0.527680836648
dunasyai	Aggei
	0.474557630567
odou	Oreb
	0.502085605393
doyeisan	Arioch
	0.349525028061
kakeinov	problema
	0.525506887142
pemqai	verumtamen
	0.546212584709
poreuomai	Sophoniam
	0.406494083113
dwra	Bathuel
	0.404139664752
nikwn	Agag
	0.463502902127
coirwn	Cison
	0.421012172057
upomonhv	Ezechiam
	0.510485184487
efugon	Noa
	0.41304485107
akousatw	Arioch
	0.422022687251
mentoi	Ioppe
	0.431518166555
epaggelia	rex
	0.550453893862
akouetw	Asiongaber
	0.542180303169
aei	Husai
	0.510475143221
filouv	Basan
	0.35419101988
enyade	Nobe
	0.365793604956
uparconta	Arioch
	0.433677208267
fronein	Samariam
	0.408711294193
cairein	Godoliam
	0.40543731019
katoikei	Thou
	0.285277639822
hkouon	Oza
	0.347636139072
pleiona	Achaz
	0.327815563646
alektwr	Aggei
	0.564807057423
poihte	Iudaeam
	0.611797630429
solomwntov	Baurim
	0.482486585273
esthken	ephod
	0.499043166519
apestalken	diadema
	0.537680613037
rhmatov	Balac
	0.680945029636
idiw	Iechoniam
	0.368197999706
arguria	Raab
	0.501983071541
paradidotai	Belial
	0.550195024383
riza	Arioch
	0.314241521311
hmellen	levitici
	0.407108989806
parhggeilen	levitici
	0.423615633343
andrwn	Debbora
	0.463426030621
sumboulion	Noa
	0.371343021408
proswpw	Seba
	0.452990423778
omoioi	Ioppe
	0.388870370979
eroumen	Ezechiam
	0.46631698293
macaira	Nobe
	0.430298282209
agwmen	Artarxersis
	0.54717818655
edwkav	Edrai
	0.381725549618
tuflon	suavissimi
	0.610097110675
yelontev	satrapae
	0.530325086649
peritomhn	Ezechiam
	0.453227648812
desmwn	Sennacherib
	0.468786258629
deomai	Esaiam
	0.455280856619
proshuxato	Musi
	0.419299319262
adunaton	Ahaz
	0.346870957058
esyiein	israhelitae
	0.576412824222
emellen	Moloch
	0.484801543128
euaggelizomenoi	Adadezer
	0.339791324626
desmiov	Sennacherib
	0.56537551203
zwntev	obsidebant
	0.507886153724
poimhn	Esaiam
	0.526517778477
icyuwn	Raab
	0.479718214062
lhqesye	Iechoniam
	0.436776946564
dwmen	Artarxersis
	0.554815471385
periepatei	Athersatha
	0.408004444507
epistata	Cedmihel
	0.379357315869
andrasin	Caree
	0.450183227025
agrippa	Sesac
	0.342986405481
agayou	Amasiam
	0.528234250632
paswn	Sedrac
	0.475805497395
eleusomai	Ezechiam
	0.434868121242
edoxazon	Nathinnei
	0.338396282773
elhluya	Aggei
	0.545935951108
euriskw	Aggei
	0.484050569641
payhmatwn	Benadad
	0.479161420451
loipwn	Seba
	0.399044282524
eyhkan	Oolibama
	0.348905697245
kalwn	Sennaar
	0.532380933905
koiliav	Edrai
	0.36324119618
fhstov	iugo
	0.608289594879
toioutwn	Damasci
	0.53653444494
parembolhn	Thaath
	0.287681215919
oidasin	Antiochiae
	0.453873535576
aformhn	Ezechiam
	0.428452098674
pemqon	Oza
	0.546339119448
staurwson	Athersatha
	0.540513620771
alhyinov	conplacuit
	0.509218092349
estaurwsan	Raab
	0.422634703341
sunagwghv	Musi
	0.326202016747
arxamenov	zai
	0.557023103185
archn	Naboth
	0.467810647373
topou	Ornan
	0.484669294549
boulomenov	Vasthi
	0.554320846742
planasye	Ezechiam
	0.467699626118
ekporeuetai	Achan
	0.462280458198
anastasei	Ahitofel
	0.365226507369
tritov	Mifiboseth
	0.545406126278
euloghmenov	Baurim
	0.521507616293
idousa	Abigail
	0.483460729541
amfoteroi	Asiongaber
	0.46959370267
melei	Husai
	0.519444271087
pemqw	attamen
	0.520741720331
didaskeiv	Altissimi
	0.575536790605
deutera	Aggith
	0.391810013899
kaloumenov	Vasthi
	0.56245972631
gegrammena	Nobe
	0.3848544359
diakonoi	Iosaphat
	0.512504927067
poihsantev	satrapae
	0.505480802121
dusin	Iudaeae
	0.555963506039
escatov	elige
	0.576619691653
kayou	Agag
	0.395024594596
anableqav	Gerson
	0.399893524529
tessarav	Helon
	0.463285123312
aparnhsh	Aggei
	0.434068050193
siwn	silva
	0.455208671999
icyuav	Symeon
	0.387745797584
baptizwn	VAV
	0.511050782766
mhdemian	Godoliam
	0.45303350443
iscuov	Agag
	0.510731507713
bion	rogabitque
	0.577253408441
eynei	Ahaz
	0.348610963942
simwni	zai
	0.530830820931
ecousan	Maon
	0.414004088864
pneumatikon	Amasias
	0.353664528794
dedemenon	Oza
	0.478195281839
exebalon	Caath
	0.486449917762
klhronomian	Iosaphat
	0.391630322737
legonta	Eleazari
	0.589697039986
kuklw	Ziph
	0.267989096753
hggisen	levitici
	0.469438431541
pisteusai	plebe
	0.5003373589
agaphton	Ioachim
	0.472638303148
energeian	Ezechiam
	0.476298663369
uioiv	Ezechiam
	0.545714290276
eynouv	Gazer
	0.301894887135
diapantov	Baurim
	0.45453875843
hlian	Musi
	0.501149987348
apesteilav	Cedar
	0.526503168662
artou	alveo
	0.487307873973
blepwsin	synagogae
	0.521243999038
elabomen	Vasthi
	0.427286540299
hyelon	octavo
	0.571646369986
epistolh	Ioachim
	0.399366394352
ekeinouv	Asiongaber
	0.540371590706
arav	Thubal
	0.342233187348
oliga	Phanuhel
	0.265345232713
rwmhv	Ioiachim
	0.524200196157
tosouton	Chodorlahomor
	0.446837359077
trapezhv	Nobe
	0.388770709458
orama	Raab
	0.376773881937
egenhyhmen	Ioiachim
	0.455749456268
lambanwn	Doec
	0.48709140347
ekklhsiwn	Sennacherib
	0.531779673666
marturw	nuntiabo
	0.567671816338
zwmen	Ezechiam
	0.514177883506
parasthsai	Sesac
	0.388590414389
ofyalmoiv	Sophoniam
	0.456159705456
nux	Namsi
	0.300200373175
grafein	Godoliam
	0.471891204521
ofeilomen	Cyri
	0.453536197382
sumewn	Suba
	0.449067831806
pemqanta	certamen
	0.555914135794
euloghtov	Sennacherib
	0.562284834815
glwssa	Hieu
	0.396921785989
gegonov	elige
	0.508496978389
cronov	Agag
	0.520952892073
ecyrov	Agag
	0.514771998856
zizania	Namsi
	0.277944673771
spermati	Ezechias
	0.49939352438
paraklhsin	Ezechiam
	0.51368938226
ekastou	Benadad
	0.461017556735
apokaluqin	Ezechiam
	0.378368934407
eikosi	Hisboseth
	0.297658529833
anasthnai	Achaia
	0.467851936127
ekeinoiv	Baruch
	0.56091653375
misei	Husai
	0.534188790467
genomena	Idaia
	0.363195970481
sarkav	Syria
	0.328333808992
ginwskeiv	Esaiam
	0.466840690588
idiwn	spolia
	0.503208583147
anagkhn	Achaz
	0.315650944023
noov	constituam
	0.594838100274
eisthkei	Oolibama
	0.493156625499
eyaumazon	Athersatha
	0.312319926649
mimhtai	Iudaeam
	0.524883707843
trachlon	Oza
	0.418725541223
anagkh	Ahitofel
	0.374506383583
pantacou	Benadad
	0.325113476245
oinou	Ornan
	0.497410679134
asia	Saphat
	0.444654897167
menwn	Damasco
	0.578525930458
brontai	Alphei
	0.414931965327
glwssh	Ezechiam
	0.410120564192
ktisiv	Ezechiam
	0.408073687626
dikaiwn	proelia
	0.600767024063
metron	Oza
	0.490833532989
kalov	egi
	0.566365201945
pilaton	suavissimi
	0.456272955124
agron	Oza
	0.574632586258
eporeueto	Gerson
	0.310143883855
prwtwn	diffusi
	0.511887241024
eusebeian	Syriae
	0.434264782081
iericw	Musi
	0.324253400435
glwssan	Masphat
	0.307891943122
ginwskw	Ezechiam
	0.510286104551
omoion	Oza
	0.520230676849
esalpisen	Gedeon
	0.484219939221
kayara	Ahaz
	0.320326195636
dakruwn	Sennaar
	0.435841374912
yliqiv	Saphat
	0.465220094253
polloiv	Maspha
	0.457781619557
oud	Iudaeo
	0.555002105795
pistoi	Ezechiam
	0.558971684696
episteusate	epistulae
	0.500339246204
agaywn	Sennaar
	0.453114964579
eklektouv	Sepharvaim
	0.321000132987
baptistou	Baurim
	0.504984817358
anemou	Eleale
	0.529012422976
desmoiv	Ezechiam
	0.449975862719
ekteinav	Gerson
	0.384501309194
koinon	rogabitque
	0.57839349406
katoikousin	Maspha
	0.345880238695
genhsye	Ezechiam
	0.335840847026
ora	Rauhel
	0.496696910556
peripatwn	Sepharvaim
	0.396527165779
agrou	Iabin
	0.471208203494
diakoniav	Ioiachim
	0.516263379786
epainon	Ahaz
	0.407300224412
proshlyen	Gerson
	0.475467929424
ponhrouv	Og
	0.542647510306
caragma	Benadad
	0.301285741103
eplhrwyh	ephod
	0.389965106987
beelzeboul	Aggei
	0.409607716434
poreuetai	Iesse
	0.521444961098
timhv	Ioiachim
	0.370619544671
yusiasthrion	Agag
	0.337887662627
damaskon	Athersatha
	0.385398262137
sunedriw	Athersatha
	0.322785982535
brugmov	euge
	0.447692637642
didachn	Iechoniam
	0.462707958837
odontwn	diffusi
	0.532915169888
poikilaiv	Maspha
	0.428577097992
atenisav	Ziph
	0.360924559984
eikh	Hieu
	0.408546631625
krisei	Husai
	0.378442902247
uqhlon	Oza
	0.43634536195
filwn	silva
	0.470084043513
podev	Rapha
	0.268336239799
teleion	Ahaz
	0.407601163273
dunamai	Barabban
	0.44879062029
didonai	Daniheli
	0.462038431567
israhlitai	Arioch
	0.451045128303
dikaiou	regina
	0.505174665984
mikrwn	Doec
	0.486543500816
ereiv	synagogae
	0.535982093835
proshnegkan	Musi
	0.327238681874
oligoi	Maceda
	0.386783273279
fialhn	Sarai
	0.321035308212
monw	Hieu
	0.399819184727
seswken	Melchisedech
	0.498382023683
misyov	Husai
	0.428539733339
epeinasen	Heman
	0.400630691935
eipw	ieiunio
	0.444769932038
peripatousin	Iudaeae
	0.471416591382
epizhtei	Sophoniam
	0.429650720451
aposteilav	Thubal
	0.38085689034
paidiou	adplica
	0.508795668748
opisyen	Ithamar
	0.49666232226
mellein	Maspha
	0.442400664209
asiav	Asor
	0.47405744306
koinwnian	Ezechiam
	0.47861004485
katabainon	Oza
	0.438136767635
dwh	Ioiachim
	0.373153123932
ouranoi	Philippus
	0.469731132343
poreuomenoi	Phaethmoab
	0.361051806456
eukopwteron	Aggei
	0.413398608701
egennhyh	Salomon
	0.628679244515
keitai	Alphei
	0.356310682488
paradwsousin	Godoliam
	0.521370532528
mariav	Salma
	0.443699691502
poioun	Hieroam
	0.584461123556
xulou	Oreb
	0.410752242693
kairou	Benadad
	0.387100864493
swson	diadema
	0.567975409701
kala	Reblatha
	0.416967022939
elyw	Iechoniam
	0.46085393593
telwnwn	Belial
	0.473007795338
paraklhsei	Ioachim
	0.440923183757
eipwsin	Antiochiae
	0.483408974088
anasthyi	Nobe
	0.488558023606
eklhyhte	Ezechiam
	0.40318239037
etoimasate	Disan
	0.353945370845
alav	Thanach
	0.326157207158
lalountev	satrapae
	0.481260817204
fwnai	Heliu
	0.489709888318
sunagwgav	Disan
	0.322324631068
plhreiv	Musi
	0.358052279764
ergazesyai	Ezechiam
	0.439724480212
afyarsian	Godoliam
	0.435613445872
ergatav	Sepharvaim
	0.335377543808
kalei	Iechoniam
	0.376391491311
mneian	Syriae
	0.495983617507
yelhmati	Ezechiam
	0.428431667299
proseuxasyai	Disan
	0.33797798248
qeudov	postula
	0.568813893351
citwnav	Ziph
	0.285019134248
anastasiv	Sanaballat
	0.44563432188
qeusthv	Ioiachim
	0.410674649081
yelousin	Iudaeae
	0.454927640885
agnoein	Godoliam
	0.387667478366
mellontev	remanserant
	0.538522399515
ploia	Musi
	0.28858136376
apolutrwsin	Arioch
	0.402098298804
eterou	Arioch
	0.446052232965
anektoteron	Achaz
	0.389369908704
poimena	Sophoniam
	0.501408043881
esplagcnisyh	Rauhel
	0.411270241172
ferete	Beelphegor
	0.587366362909
the	Ioiachim
	0.339869543477
ecortasyhsan	Musi
	0.338237697692
babulwn	Salma
	0.498456397106
axia	Ezechiam
	0.419139878911
apoluson	Asiongaber
	0.534004248898
exhgagen	Ithamar
	0.388933224359
klaiontev	Magog
	0.49269410255
melloushv	Phacee
	0.361349165192
karfov	constituam
	0.543623753403
krinesyai	Ezechiam
	0.462887697283
meinate	Hieroam
	0.527203311492
erhmov	Sunamitin
	0.576089209989
yerismov	Husai
	0.440848749978
parakaloumen	Nabuchodonosor
	0.424861027486
polewn	Cison
	0.43047682871
ippwn	concubina
	0.465843622504
elaion	Noa
	0.463953700426
pulwnev	Esthaol
	0.353978060823
idiouv	Og
	0.399699782025
eikwn	Hisboseth
	0.479825731296
eiseleusontai	Alphei
	0.374767871798
euareston	Ahaz
	0.327008163574
arconta	Sepharvaim
	0.414935564947
megala	Helimelech
	0.408693573059
mellontov	Baurim
	0.49918346317
moliv	Anan
	0.327734516398
epitaghn	Iosaphat
	0.373699563244
koinwnoi	Arioch
	0.475065951593
epistreqav	Asom
	0.282180857167
mellonta	Masphat
	0.3432936055
nazwraiov	elige
	0.544028403708
epignwsei	Ezechiam
	0.417052526034
filhmati	Ezechiam
	0.406609776121
parwn	Sedrac
	0.446592651171
telesyh	Nahioth
	0.277676642044
parousiav	Sennacherib
	0.490949019476
idiav	Og
	0.435260630414
poreuesye	Sophoniam
	0.501093017604
planhv	Ioiachim
	0.345928726577
titou	Assyrios
	0.532667524115
arai	Alphei
	0.495167175544
merimnate	Ezechiam
	0.434457807307
lalhsei	Iechoniam
	0.458195822698
tessara	Gedeon
	0.478597554436
bracu	Nobe
	0.405437649732
graqai	Sanaballat
	0.486103305959
spoudhn	Ahaz
	0.385182325569
asyenei	Iechoniam
	0.464864365752
zumh	Arioch
	0.383440721405
andreav	Salphaad
	0.413745796967
profasei	Rabsaces
	0.387143949933
crusw	Nahioth
	0.301973848101
krathsav	Oolibama
	0.432212906303
labousa	Phanuhel
	0.333752653208
corton	Oza
	0.493348871769
boulomai	Ezechiam
	0.392307864529
lambanete	certamen
	0.558629455894
etoimoi	Maspha
	0.38380143632
hren	levitici
	0.438225381804
ekballein	Iesi
	0.479040968857
legoushv	adsumpta
	0.617343144374
aiguptw	Aggith
	0.38878484191
eiper	Ezechiam
	0.519111166844
sofov	postulasti
	0.554293973903
shv	Agar
	0.522944577448
afeiv	Ephesi
	0.584973382961
apistia	Ezechiam
	0.398873202544
selhnh	Agar
	0.298968979074
esyiete	Iudaeam
	0.550448114125
lucnov	elige
	0.468037557188
diktuon	Noa
	0.402147728149
epetreqen	Gerson
	0.387579766286
doulou	Agag
	0.587246661819
kaka	Amasiam
	0.416115297318
swsei	Husai
	0.45297744948
doule	attamen
	0.549139822698
eteroi	synagogae
	0.479529601915
diafyoran	Achaz
	0.352010326947
euaggelisasyai	Sennacherib
	0.331808039534
romfaia	Achitob
	0.271109556742
hrwta	Caath
	0.555938760984
kaisareiav	Aser
	0.306946406878
didachv	Arioch
	0.416679422336
sunhkan	Musi
	0.314726112593
exei	Nobe
	0.492803718005
uparcein	Godoliam
	0.451080238778
zumhv	Thou
	0.409611279402
onar	Nobe
	0.332269320248
meyermhneuomenon	Oza
	0.368817751283
prosetaxen	Melchom
	0.400545816341
yewrountev	Magog
	0.44206246255
apokaluqei	Ezechiam
	0.37432153574
eyov	Salmana
	0.608271695382
peirazontev	Magog
	0.462634290923
dunamenov	Baurim
	0.493792370514
kwluete	Iudaeam
	0.555156410751
epiyeiv	Cedmihel
	0.440678576642
agaye	Iechoniam
	0.455986675598
doulw	Doec
	0.497084598899
eklasen	levitici
	0.418982835201
scisma	Arioch
	0.363089382175
pasaiv	Nabuzardan
	0.66373838109
esthsen	levitici
	0.530950060697
oriwn	Cison
	0.544332202768
embav	Basemath
	0.387257217421
kreittonov	Agag
	0.414737448721
huxanen	Achitob
	0.442500995421
prwthn	Chusi
	0.42059643446
oikonomian	Iosaphat
	0.396924342605
klhsewv	Ezechiam
	0.539782919011
apoktenousin	Magog
	0.465759581305
adikwn	Sennacherib
	0.453148115959
poihswmen	Sophoniam
	0.619840108459
telouv	Og
	0.320657241346
agelh	Phanuhel
	0.248206827071
eleuyeroi	provincias
	0.532019455482
abussou	Michol
	0.388830269403
kaleitai	Namsi
	0.437417314454
fagwsin	synagogae
	0.541144308827
upestreqen	Mooli
	0.309930281066
thrwn	silva
	0.500410375243
eidhte	Esaiam
	0.459383774134
alhyinon	Hieroboam
	0.564704856602
toiauthn	Hieroam
	0.424911948322
upakouousin	Masphat
	0.451702072251
yalassa	Aber
	0.411525561924
proseucaiv	Sennacherib
	0.587937462489
agayw	Ezechiam
	0.5280023985
basilei	puteus
	0.449414640383
kapnov	Mifiboseth
	0.533604683491
lazaron	Oza
	0.509503653276
dw	Iechoniam
	0.351646286554
makroyumia	Saphat
	0.404672469585
cairontev	obsidebant
	0.567165634098
epeyhkan	Gerson
	0.34941348828
koinoi	Ioppe
	0.47035439997
wsanna	Mooli
	0.378373223697
didaskaliav	Sesac
	0.446046391373
proseuchv	Sennaar
	0.435670535886
crusoun	Abiezer
	0.268527582575
pwpote	Iechoniam
	0.523436378417
anoixai	Helisei
	0.381245251239
bhyanian	Oolibama
	0.300495915752
kurioi	provincias
	0.584325419158
sukhn	Esrom
	0.338569456624
fulla	Nobe
	0.307495567494
sapron	sepultusque
	0.579917387604
sukh	Nobe
	0.413910979476
karpwn	Chodorlahomor
	0.490126328454
ellhsin	Iudae
	0.541444720849
kaiper	Ahaz
	0.314313789579
skhnhn	Sara
	0.276218969878
pleionav	Thanach
	0.288306482939
anastantev	Musi
	0.4380080703
klhronomov	Ioiachim
	0.458836586649
skhnh	Achitob
	0.310873287326
zhlon	reliqua
	0.548730863949
alloiv	Athersatha
	0.51120322405
gwniav	Amon
	0.418674765951
gamouv	Dibon
	0.37455843964
amartanei	Ezechiam
	0.600045995078
div	Baruch
	0.595727155848
apollw	Ezechiam
	0.457086333015
ousan	Maceda
	0.42746198186
epoihsav	Astharoth
	0.477002792185
genomenoi	trecenta
	0.500456967965
embleqav	Asiongaber
	0.493533418914
peripatountav	Gozan
	0.335842458273
dunata	Hierobbaal
	0.512192970977
nhpiov	elige
	0.541144007726
foboumenov	Vasthi
	0.551399554574
anabav	Nepthali
	0.345395117287
ekdikhsin	Masphat
	0.43075270327
deixon	diadema
	0.546131145832
foboumenoi	Adadezer
	0.37289413054
estwtav	Ziph
	0.34234686174
stayeiv	Aggei
	0.513452885884
hrwtwn	robustissimi
	0.603798119671
apolountai	Asiongaber
	0.422819098098
kakeinoi	Athersatha
	0.512760132281
egeiretai	Nazarenus
	0.546959247414
diwkeiv	ieiunio
	0.493854160622
arciereusin	satrapae
	0.477481648088
tisin	Iudaeae
	0.528197762747
anasthsetai	euge
	0.462057991274
kalesav	Cedar
	0.408551303718
kayisai	Nobe
	0.429707927036
meinai	Esaiam
	0.477467743818
kayhmenoi	Gedeon
	0.464646263845
petran	Oolibama
	0.486081865172
wkodomhsen	levitici
	0.478679808872
apenanti	Asiongaber
	0.439355734481
anomian	Iosaphat
	0.464603025341
ergazomenoi	Syria
	0.451460478126
egnwn	stupor
	0.498405524768
escisyh	Abigail
	0.441247129036
agoraiv	Iohanan
	0.479649481647
surian	Salphaad
	0.373847333476
ecarisato	Arioch
	0.446361187197
ploutov	Benadad
	0.537024185454
atina	Aggei
	0.431965209383
akouontav	Aseroth
	0.315665970763
pollai	Iohanan
	0.396080195508
eisthkeisan	Musi
	0.323914363385
dehsei	Ioiachim
	0.4551438424
ginwskontev	eunuchi
	0.558416155732
uparcontev	satrapae
	0.53134272682
cronwn	Damasco
	0.450866342631
carismata	Masphat
	0.462020931458
speiretai	Husai
	0.476310837028
epebalon	Noa
	0.425097863604
silan	Gerson
	0.364372786893
parakalesai	Ezechiam
	0.402883591942
rhmati	Amasias
	0.371466673842
diktua	Raab
	0.33333818835
eudokhsen	Artarxersis
	0.600513063999
fwnei	Ionadab
	0.510520632953
ofyalmou	Sunamitin
	0.539372444185
piw	Ioiachim
	0.476289936301
dikaiouv	regio
	0.54332041634
aryhsetai	euge
	0.500407141347
parelyh	Sophoniam
	0.434604122641
paragenomenoi	Idaia
	0.450341162211
krinate	Iudaeam
	0.57918885039
azumwn	Belial
	0.494183345375
epeyhken	Ithamar
	0.455352970324
dedotai	Alphei
	0.398351625257
htoimasan	Musi
	0.268318261483
asyenwn	Sennacherib
	0.424385971454
akanyav	Esthaol
	0.223583798499
meizona	Hieu
	0.419395591606
apostoloiv	Gozan
	0.564533955999
bayov	zai
	0.539077904905
fwnhsai	Heliu
	0.51830561822
hthsato	levitici
	0.461960321075
edexanto	Disan
	0.302277011828
emov	egi
	0.497920000065
cwrion	Oza
	0.483491097337
ikanoi	Maspha
	0.434243480085
aigialon	Oza
	0.373242560314
egnwkamen	Ezechiam
	0.502896071933
kalamon	Oza
	0.419936640524
toioutoi	Masphat
	0.605080193698
eu	Iechoniam
	0.417088498455
yhriw	Hisboseth
	0.301370755987
pilatw	levitici
	0.522084118867
gnwmhn	Naboth
	0.392784230569
yelomen	Artarxersis
	0.491769580882
nayanahl	Nobe
	0.50415307108
aparch	Ezechiam
	0.346882135244
kauchsiv	Ezechiam
	0.384869912442
praitwrion	Noa
	0.449781355057
fhlix	Nobe
	0.304751271141
paredwkan	Nathinnei
	0.416065587955
escaton	Nobe
	0.466288900572
hgemwn	VAV
	0.457047435978
plhgav	Aran
	0.23772413836
elhluyei	ieiunio
	0.493139571475
epistolhn	Barachiae
	0.353295629998
karpou	reduxerat
	0.629941942083
pisteusantev	provinciae
	0.490994809908
galilaia	Mooli
	0.386540110967
ontwn	proelio
	0.512332197548
skandalizei	Aggei
	0.489299890042
trisin	Maspha
	0.446519235559
chrav	Thanach
	0.314821009217
ecyroi	Ioppe
	0.324728081381
zw	Hieu
	0.513881074575
agian	Maacha
	0.503448700741
asyeneiv	Iechoniam
	0.435700177999
phgh	Agag
	0.311495470412
deuteran	Sara
	0.290996851254
stoiceia	Namsi
	0.347847722198
otou	Balac
	0.521102782035
yronov	Mifiboseth
	0.559370783552
of	Agag
	0.485299445949
</s>	Ioiachim
	0.324695290937
fulakhv	Heber
	0.350199351311
egeryhsetai	euge
	0.514824980025
notou	Ornan
	0.4623807484
khrugma	Agag
	0.325418504088
khrussein	Asir
	0.395396088958
eiselyontev	Musi
	0.424468263041
existanto	Musi
	0.359126837656
stefanov	Mifiboseth
	0.499437387011
dialektw	Nobe
	0.386199504824
aulhn	Thamar
	0.256062403766
apodwsei	Husai
	0.463446129931
enantion	Oza
	0.356969649476
